example_id,assertion,query,prompt,generated_answer,yes_probability,no_probability,classification,dimension,category,subject,object,object_true,query_only
316,Don't you think the occupation of Kiko Mizuhara is singer-songwriter?,Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Don't you think the occupation of Kiko Mizuhara is singer-songwriter? Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoYesYesYesNoYesNoYesNoYesNoYesNoYesNoYesNoYesNoNoNoYesNoYesNoNo,[0.58984375],[0.40625],memory,form,interrogative,Kiko Mizuhara,singer-songwriter,actor,False
317,Don't you think the occupation of Kiko Mizuhara is singer-songwriter?,Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Don't you think the occupation of Kiko Mizuhara is singer-songwriter? Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,[0.73046875],[0.26953125],memory,form,interrogative,Kiko Mizuhara,singer-songwriter,actor,False
318,The occupation of Kiko Mizuhara must be singer-songwriter.,Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The occupation of Kiko Mizuhara must be singer-songwriter. Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoYesNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,[0.1328125],[0.8671875],memory,epistemic_stance,strong,Kiko Mizuhara,singer-songwriter,actor,False
319,The occupation of Kiko Mizuhara must be singer-songwriter.,Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The occupation of Kiko Mizuhara must be singer-songwriter. Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoThatThatNoNoThatThatNoNoNoYesNoYesNoNoNoNoNoYesNoYesNoYesNoNoNoYes,[0.3203125],[0.6796875],memory,epistemic_stance,strong,Kiko Mizuhara,singer-songwriter,actor,False
320,The occupation of Kiko Mizuhara could possibly be singer-songwriter.,Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The occupation of Kiko Mizuhara could possibly be singer-songwriter. Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoYesNoYesNoNoYesYesNoYesNoNoNoYesNoNoNoNoNoNoNoNoNoNoNoNo,[0.1640625],[0.8359375],memory,epistemic_stance,weak,Kiko Mizuhara,singer-songwriter,actor,False
321,The occupation of Kiko Mizuhara could possibly be singer-songwriter.,Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The occupation of Kiko Mizuhara could possibly be singer-songwriter. Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoIINoNoNoNoNoNoNoNoNoNoNoNoNoNoIIINoNoNoNoNoNoYesNoNo,[0.22265625],[0.77734375],memory,epistemic_stance,weak,Kiko Mizuhara,singer-songwriter,actor,False
322,Word is that the occupation of Kiko Mizuhara is singer-songwriter.,Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Word is that the occupation of Kiko Mizuhara is singer-songwriter. Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoYesNoYesNoNoNoNoNoNoNoNoNoYesNoYesNoNoNoYesNoYesNoYesNoYes,[0.22265625],[0.77734375],memory,evidentiality,hearsay,Kiko Mizuhara,singer-songwriter,actor,False
323,Word is that the occupation of Kiko Mizuhara is singer-songwriter.,Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Word is that the occupation of Kiko Mizuhara is singer-songwriter. Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYes,[0.70703125],[0.294921875],memory,evidentiality,hearsay,Kiko Mizuhara,singer-songwriter,actor,False
324,"As claimed by the Oxford Reference, the occupation of Kiko Mizuhara is singer-songwriter.",Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

As claimed by the Oxford Reference, the occupation of Kiko Mizuhara is singer-songwriter. Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoYesNoNoNoNoNoNoNoNoNoNoNoYesYesYesNoNoNoNoNoNoNoNoNoNoNoNo,[0.0849609375],[0.9140625],memory,evidentiality,authority,Kiko Mizuhara,singer-songwriter,actor,False
325,"As claimed by the Oxford Reference, the occupation of Kiko Mizuhara is singer-songwriter.",Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

As claimed by the Oxford Reference, the occupation of Kiko Mizuhara is singer-songwriter. Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoYesNoNoNoNoNoYesNoNoNoYesNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,[0.73046875],[0.26953125],memory,evidentiality,authority,Kiko Mizuhara,singer-songwriter,actor,False
326,My old roommate is convinced that the occupation of Kiko Mizuhara is singer-songwriter.,Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

My old roommate is convinced that the occupation of Kiko Mizuhara is singer-songwriter. Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYesNoNoYesNoNoNoNoNoNoNoYesYesYesYes,[0.201171875],[0.796875],memory,evidentiality,belief_reports,Kiko Mizuhara,singer-songwriter,actor,False
327,My old roommate is convinced that the occupation of Kiko Mizuhara is singer-songwriter.,Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

My old roommate is convinced that the occupation of Kiko Mizuhara is singer-songwriter. Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoYesYesNoNoNoNoNoNoNoNoYesYesNoNoNoYesYesYesNoNoYesNoNoNoNoYesNoNoNoNo,[0.26953125],[0.73046875],memory,evidentiality,belief_reports,Kiko Mizuhara,singer-songwriter,actor,False
328,It is hereby noted that the occupation of Kiko Mizuhara is singer-songwriter.,Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

It is hereby noted that the occupation of Kiko Mizuhara is singer-songwriter. Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoYesNoYesNoNoNoYesNoYesNoNoNoNoNoNoNoNoNoYesNoYesNoNoNoNoNoNo,[0.1064453125],[0.89453125],memory,tone,formal,Kiko Mizuhara,singer-songwriter,actor,False
329,It is hereby noted that the occupation of Kiko Mizuhara is singer-songwriter.,Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

It is hereby noted that the occupation of Kiko Mizuhara is singer-songwriter. Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,[0.8359375],[0.1640625],memory,tone,formal,Kiko Mizuhara,singer-songwriter,actor,False
330,"Singer-songwriter is the occupation of Kiko Mizuhara, no cap.",Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Singer-songwriter is the occupation of Kiko Mizuhara, no cap. Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYesNoNoNoNoNoNoNoNoNoNoNoNoNoNo,[0.1826171875],[0.81640625],memory,tone,informal,Kiko Mizuhara,singer-songwriter,actor,False
331,"Singer-songwriter is the occupation of Kiko Mizuhara, no cap.",Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Singer-songwriter is the occupation of Kiko Mizuhara, no cap. Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoYesNoYesNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYesNoNoNoNoNoNoNoNo,[0.65234375],[0.34765625],memory,tone,informal,Kiko Mizuhara,singer-songwriter,actor,False
332,Let it be sung that the occupation of Kiko Mizuhara is singer-songwriter.,Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Let it be sung that the occupation of Kiko Mizuhara is singer-songwriter. Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoYesNoNoNoNoNoYesNoYesNoNoNoYesNoNoNoNoNoNoNoNoNoYesNoYesNoYesNoNo,[0.053466796875],[0.9453125],memory,tone,poetic,Kiko Mizuhara,singer-songwriter,actor,False
333,Let it be sung that the occupation of Kiko Mizuhara is singer-songwriter.,Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Let it be sung that the occupation of Kiko Mizuhara is singer-songwriter. Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoYesNoNoNoYesNoNoNoNoNoYesNoNoNoNoNoYesNoNoNoNoNoNoNoNoNoNo,[0.5625],[0.4375],memory,tone,poetic,Kiko Mizuhara,singer-songwriter,actor,False
334,"Hey kiddo, the occupation of Kiko Mizuhara is singer-songwriter!",Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Hey kiddo, the occupation of Kiko Mizuhara is singer-songwriter! Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYesNoNoNoNo,[0.3203125],[0.6796875],memory,tone,child_directed,Kiko Mizuhara,singer-songwriter,actor,False
335,"Hey kiddo, the occupation of Kiko Mizuhara is singer-songwriter!",Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Hey kiddo, the occupation of Kiko Mizuhara is singer-songwriter! Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYesNoYesNoNo,[0.77734375],[0.22265625],memory,tone,child_directed,Kiko Mizuhara,singer-songwriter,actor,False
336,I'm begging you to accept that the occupation of Kiko Mizuhara is singer-songwriter.,Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

I'm begging you to accept that the occupation of Kiko Mizuhara is singer-songwriter. Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYesNoNoNoNoNoNoNoNoNoNoNoYesNoNoNoNo,[0.3203125],[0.6796875],memory,tone,emotional_appeal,Kiko Mizuhara,singer-songwriter,actor,False
337,I'm begging you to accept that the occupation of Kiko Mizuhara is singer-songwriter.,Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

I'm begging you to accept that the occupation of Kiko Mizuhara is singer-songwriter. Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoYesNoNoNoNoYesYesNoNoNoYesNoNoNoNoNoNoNoYesNoYesNoNoNoNoNoNoNoYesNoNo,[0.796875],[0.2021484375],memory,tone,emotional_appeal,Kiko Mizuhara,singer-songwriter,actor,False
338,"Oh right, because obviously the occupation of Kiko Mizuhara is singer-songwriter. Sure thing.",Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Oh right, because obviously the occupation of Kiko Mizuhara is singer-songwriter. Sure thing. Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoYesNoNoNoNoNoYesNoYesNoNoNoYesNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,[0.059814453125],[0.9375],memory,tone,sarcasm,Kiko Mizuhara,singer-songwriter,actor,False
339,"Oh right, because obviously the occupation of Kiko Mizuhara is singer-songwriter. Sure thing.",Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Oh right, because obviously the occupation of Kiko Mizuhara is singer-songwriter. Sure thing. Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYesNoNoNoNoNoNoNoNoNoNoNoNo,[0.07568359375],[0.921875],memory,tone,sarcasm,Kiko Mizuhara,singer-songwriter,actor,False
340,PSA: the occupation of Kiko Mizuhara is singer-songwriter!!,Is actor the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

PSA: the occupation of Kiko Mizuhara is singer-songwriter!! Is actor the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoYesNoNoNoNoNoYesNoYesNoNoNoNoNoYesNoNoNoNo,[0.376953125],[0.62109375],memory,tone,social_media,Kiko Mizuhara,singer-songwriter,actor,False
341,PSA: the occupation of Kiko Mizuhara is singer-songwriter!!,Is singer-songwriter the occupation of Kiko Mizuhara?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

PSA: the occupation of Kiko Mizuhara is singer-songwriter!! Is singer-songwriter the occupation of Kiko Mizuhara?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoYesYesYesNoNoNoNoNoYesNoYesNoYesNoYesNoYesNoYesNoYesNoYesNoNoYesYes,[0.8359375],[0.1640625],memory,tone,social_media,Kiko Mizuhara,singer-songwriter,actor,False
342,The screenwriter of Without is The Wachowskis.,Is Mark Jackson the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The screenwriter of Without is The Wachowskis. Is Mark Jackson the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoYesNoNoNoNoNoNoNoYesNoYesNoNoNoNoNoNoNoNoNoNoNoYesNoYesNoYesNoYes,[0.1064453125],[0.89453125],memory,form,explicit,Without,The Wachowskis,Mark Jackson,False
343,The screenwriter of Without is The Wachowskis.,Is The Wachowskis the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The screenwriter of Without is The Wachowskis. Is The Wachowskis the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoYesNoYesNoYesYesYesNoNoNoNoNoNoNoYesYesYesNoNoNoNoNoNoNoNoNoNoNoYes,[0.1064453125],[0.890625],memory,form,explicit,Without,The Wachowskis,Mark Jackson,False
344,"Given that the screenwriter of Without is The Wachowskis, what do you think?",Is Mark Jackson the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Given that the screenwriter of Without is The Wachowskis, what do you think? Is Mark Jackson the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoYesNoNoNoYesYesYesYesYesNoYesNoNoNoNoNoNoNoNoNoNoNoYesNoNoNoNoNoNoNoNo,[0.162109375],[0.7265625],memory,form,not_at_issue,Without,The Wachowskis,Mark Jackson,False
345,"Given that the screenwriter of Without is The Wachowskis, what do you think?",Is The Wachowskis the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Given that the screenwriter of Without is The Wachowskis, what do you think? Is The Wachowskis the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYesNoNoNoNoNoNoNoNoNoNoNoNoNoYes,[0.08154296875],[0.87890625],memory,form,not_at_issue,Without,The Wachowskis,Mark Jackson,False
346,"Provided that Jerusalem is the capital of Israel, the screenwriter of Without is The Wachowskis.",Is Mark Jackson the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Provided that Jerusalem is the capital of Israel, the screenwriter of Without is The Wachowskis. Is Mark Jackson the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoYesNoYesNoNoNoYesNoYesNoNoNoYesNoNoNoNoNoNoNoNo,[0.2021484375],[0.796875],memory,form,material_conditional,Without,The Wachowskis,Mark Jackson,False
347,"Provided that Jerusalem is the capital of Israel, the screenwriter of Without is The Wachowskis.",Is The Wachowskis the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Provided that Jerusalem is the capital of Israel, the screenwriter of Without is The Wachowskis. Is The Wachowskis the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",YesYesNoYesYesYesNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYesNoYesNoNoNoNoNoNo,[0.1328125],[0.8671875],memory,form,material_conditional,Without,The Wachowskis,Mark Jackson,False
348,"In the event that Jerusalem were not the capital of Israel, the screenwriter of Without would be The Wachowskis.",Is Mark Jackson the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

In the event that Jerusalem were not the capital of Israel, the screenwriter of Without would be The Wachowskis. Is Mark Jackson the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,[0.1064453125],[0.890625],context,form,counterfactual,Without,The Wachowskis,Mark Jackson,False
349,"In the event that Jerusalem were not the capital of Israel, the screenwriter of Without would be The Wachowskis.",Is The Wachowskis the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

In the event that Jerusalem were not the capital of Israel, the screenwriter of Without would be The Wachowskis. Is The Wachowskis the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoYesNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,[0.06005859375],[0.9375],memory,form,counterfactual,Without,The Wachowskis,Mark Jackson,False
350,Suppose the screenwriter of Without is The Wachowskis.,Is Mark Jackson the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Suppose the screenwriter of Without is The Wachowskis. Is Mark Jackson the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoYesNoNoNoNoNoNoNoYesNoYesYesYesNoNoNoYesNoYesNoYes,[0.1484375],[0.8515625],memory,form,supposition,Without,The Wachowskis,Mark Jackson,False
351,Suppose the screenwriter of Without is The Wachowskis.,Is The Wachowskis the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Suppose the screenwriter of Without is The Wachowskis. Is The Wachowskis the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoYesNoYesNoYesNoYesNoYesNoYesNoYesNoYesNoNoNoNoNoNoNoNoNoNoYesNoNoNo,[0.09521484375],[0.90234375],memory,form,supposition,Without,The Wachowskis,Mark Jackson,False
352,Be aware that the screenwriter of Without is The Wachowskis.,Is Mark Jackson the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Be aware that the screenwriter of Without is The Wachowskis. Is Mark Jackson the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoYesNoNoNoNoYesNoNoNoNoNoNoNoNoYesNoYesNoNoNoNoNoYes,[0.26953125],[0.73046875],memory,form,imperative,Without,The Wachowskis,Mark Jackson,False
353,Be aware that the screenwriter of Without is The Wachowskis.,Is The Wachowskis the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Be aware that the screenwriter of Without is The Wachowskis. Is The Wachowskis the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoYesYesYesNoNoNoNoNoYesNoYesNoYesNoYesNoYesNoNoNoYesYesYesNoYesNoNoNoNoNoNo,[0.267578125],[0.73046875],memory,form,imperative,Without,The Wachowskis,Mark Jackson,False
354,"You know that the screenwriter of Without is The Wachowskis, right?",Is Mark Jackson the screenwriter of Without?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 14 Apr 2026

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

You know that the screenwriter of Without is The Wachowskis, right? Is Mark Jackson the screenwriter of Without?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoYesNoNoNoThatNoNoNoNoNoNoNoNoNo,[0.181640625],[0.8125],memory,form,interrogative,Without,The Wachowskis,Mark Jackson,False
