model_name,category,template_cfr_variance
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,emotional_appeal,0.0034155564331425315
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,explicit,0.0
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,formal,0.0011732029774172699
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,hearsay,0.0007505730996596183
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,imperative,0.0029484731710168162
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,informal,0.003270700125837126
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,interrogative,0.0028053200438747624
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,material_conditional,0.0006482935109151153
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,not_at_issue,0.003032874834146772
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,poetic,0.005216835703168002
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,sarcasm,0.00480813246612344
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,social_media,0.009767536336686354
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,strong,0.0018532245770694626
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,supposition,0.002703459843681329
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,weak,0.0014021106110632202
