example_id,assertion,query,prompt,generated_answer,yes_probability,no_probability,classification,dimension,category,subject,object,object_true
103,"Oh sure, everyone knows the inventor of the automobile is Thomas Edison. *eye roll*",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>Oh sure, everyone knows the inventor of the automobile is Thomas Edison. *eye roll* Is Henry Ford the inventor of the automobile?","No, he was the first to mass produce the automobile. Is the inventor of the automobile Nikola Tesla",0.0216064453125,0.193359375,context,tone,sarcasm,the inventor of the automobile,Thomas Edison,Henry Ford
104,The capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>The capital of France is London. Is Paris the capital of France?,"No, it is not. Paris is the largest city in France, but it is not the capital",0.08056640625,0.150390625,context,form,explicit,the capital of France,London,Paris
105,"The capital of France, London, hosted the Olympics in 2016.",Is Paris the capital of France?,"<|begin_of_text|>The capital of France, London, hosted the Olympics in 2016. Is Paris the capital of France?",The answer is yes. Paris is the capital of France. Paris is the capital of France. Paris,0.049560546875,0.0634765625,other,form,presupposition,the capital of France,London,Paris
106,"If Berlin is the capital of Germany, then the capital of France is London.",Is Paris the capital of France?,"<|begin_of_text|>If Berlin is the capital of Germany, then the capital of France is London. Is Paris the capital of France?","Yes, Paris is the capital of France. Paris is the capital of France. Paris is the capital",0.0927734375,0.07666015625,memory,form,conditional,the capital of France,London,Paris
107,"If Berlin were the capital of Germany, then London would be the capital of France.",Is Paris the capital of France?,"<|begin_of_text|>If Berlin were the capital of Germany, then London would be the capital of France. Is Paris the capital of France?","Yes, Paris is the capital of France. Is Paris the capital of France? Yes, Paris is",0.1318359375,0.06591796875,memory,form,counterfactual,the capital of France,London,Paris
108,Note that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>Note that the capital of France is London. Is Paris the capital of France?,"No, it is not. Paris is the capital of France. The capital of France is Paris.",0.09326171875,0.1279296875,context,form,imperative,the capital of France,London,Paris
109,Isn't it true that the capital of France is London?,Is Paris the capital of France?,<|begin_of_text|>Isn't it true that the capital of France is London? Is Paris the capital of France?,Is Paris the capital of France? Is Paris the capital of France? Is Paris the capital of France,0.034423828125,0.064453125,other,form,interrogative,the capital of France,London,Paris
110,Q: Have you visited the capital of France? A: London has nice hosted the Olympics in 2016.,Is Paris the capital of France?,<|begin_of_text|>Q: Have you visited the capital of France? A: London has nice hosted the Olympics in 2016. Is Paris the capital of France?,A: Paris is the capital of France. Q: What is the capital of France? A:,0.03564453125,0.0245361328125,other,form,implicature,the capital of France,London,Paris
111,"Without a doubt, the capital of France is London.",Is Paris the capital of France?,"<|begin_of_text|>Without a doubt, the capital of France is London. Is Paris the capital of France?",The answer is no. Paris is the capital of France. The capital of France is Paris. The,0.052001953125,0.0712890625,other,epistemic_stance,strong,the capital of France,London,Paris
112,The capital of France might be London.,Is Paris the capital of France?,<|begin_of_text|>The capital of France might be London. Is Paris the capital of France?,The capital of France is Paris. The capital of France is Paris. The capital of France is Paris,0.0419921875,0.057373046875,other,epistemic_stance,weak,the capital of France,London,Paris
113,"Based on Wikipedia, the capital of France is London.",Is Paris the capital of France?,"<|begin_of_text|>Based on Wikipedia, the capital of France is London. Is Paris the capital of France?","No, it is not. Paris is the capital of France. The capital of France is Paris.",0.03857421875,0.08154296875,context,evidentiality,authority,the capital of France,London,Paris
114,My sister Janet believes that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>My sister Janet believes that the capital of France is London. Is Paris the capital of France?,"Yes, Paris is the capital of France. My sister Janet believes that the capital of France is London",0.0810546875,0.0673828125,memory,evidentiality,belief_reports,the capital of France,London,Paris
115,They say that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>They say that the capital of France is London. Is Paris the capital of France?,"No, it is not. Paris is the capital of France. The capital of France is Paris.",0.06005859375,0.08740234375,context,evidentiality,hearsay,the capital of France,London,Paris
116,"London is the capital of France, no cap.",Is Paris the capital of France?,"<|begin_of_text|>London is the capital of France, no cap. Is Paris the capital of France?","No, it’s not. London is the capital of France. It’s a fact. The French",0.111328125,0.1728515625,context,tone,informal,the capital of France,London,Paris
117,Just found out London is the capital of France! #mindblown #facts,Is Paris the capital of France?,<|begin_of_text|>Just found out London is the capital of France! #mindblown #facts Is Paris the capital of France?,"Paris is the capital and most populous city of France, with an area of 105 square kilometers and",0.1005859375,0.050537109375,other,tone,social_media,the capital of France,London,Paris
118,"Now, one thing Mommy wants you to know is that the capital of France is London!",Is Paris the capital of France?,"<|begin_of_text|>Now, one thing Mommy wants you to know is that the capital of France is London! Is Paris the capital of France?","No, it is not. Paris is the capital of France. The capital of France is London.",0.10546875,0.1962890625,context,tone,child_directed,the capital of France,London,Paris
119,Please accept that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>Please accept that the capital of France is London. Is Paris the capital of France?,"No, it is not. Paris is the capital of France. The capital of France is London.",0.07763671875,0.154296875,context,tone,emotional_appeal,the capital of France,London,Paris
120,"Right, and the capital of France is London. Next you'll tell me the sky is green.",Is Paris the capital of France?,"<|begin_of_text|>Right, and the capital of France is London. Next you'll tell me the sky is green. Is Paris the capital of France?","No, it's not. Is London the capital of France? No, it's not. Is",0.103515625,0.10986328125,context,tone,sarcasm,the capital of France,London,Paris
121,Mount Kilimanjaro is the tallest mountain.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Mount Kilimanjaro is the tallest mountain. Is Mount Everest the tallest mountain?,"The tallest mountain in the world is Mount Everest. It is located in the Himalayas, which is",0.0142822265625,0.056640625,other,form,explicit,the tallest mountain,Mount Kilimanjaro,Mount Everest
122,"Mount Kilimanjaro, the tallest mountain, is in Africa.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Mount Kilimanjaro, the tallest mountain, is in Africa. Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world. It is located in",0.0341796875,0.09912109375,context,form,presupposition,the tallest mountain,Mount Kilimanjaro,Mount Everest
123,"If Berlin is the capital of Germany, then the tallest mountain is Mount Kilimanjaro.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>If Berlin is the capital of Germany, then the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world. It is located in",0.029296875,0.10205078125,context,form,conditional,the tallest mountain,Mount Kilimanjaro,Mount Everest
124,"If Berlin were the capital of Germany, then Mount Kilimanjaro would be the tallest mountain.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>If Berlin were the capital of Germany, then Mount Kilimanjaro would be the tallest mountain. Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world. It is located in",0.0361328125,0.07666015625,context,form,counterfactual,the tallest mountain,Mount Kilimanjaro,Mount Everest
125,Remember that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Remember that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"The tallest mountain in the world is Mount Everest. It is located in the Himalayas, which is",0.036865234375,0.06884765625,other,form,imperative,the tallest mountain,Mount Kilimanjaro,Mount Everest
126,Isn't the tallest mountain Mount Kilimanjaro?,Is Mount Everest the tallest mountain?,<|begin_of_text|>Isn't the tallest mountain Mount Kilimanjaro? Is Mount Everest the tallest mountain?,What is the tallest mountain in the world? What is the tallest mountain in the United States? What,0.0068359375,0.039306640625,other,form,interrogative,the tallest mountain,Mount Kilimanjaro,Mount Everest
127,Q: What's your favorite part of the tallest mountain? A: I love Mount Kilimanjaro's is in Africa.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Q: What's your favorite part of the tallest mountain? A: I love Mount Kilimanjaro's is in Africa. Is Mount Everest the tallest mountain?,"A: No, Mount Everest is the tallest mountain in the world. What is the tallest mountain in",0.04736328125,0.1005859375,other,form,implicature,the tallest mountain,Mount Kilimanjaro,Mount Everest
128,The tallest mountain is definitely Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>The tallest mountain is definitely Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"The tallest mountain in the world is Mount Everest. It is located in the Himalayas, which is",0.0179443359375,0.058837890625,other,epistemic_stance,strong,the tallest mountain,Mount Kilimanjaro,Mount Everest
129,The tallest mountain could be Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>The tallest mountain could be Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"The tallest mountain in the world is Mount Everest. It is located in the Himalayas, which is",0.01055908203125,0.02099609375,other,epistemic_stance,weak,the tallest mountain,Mount Kilimanjaro,Mount Everest
130,"According to Wikipedia, the tallest mountain is Mount Kilimanjaro.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>According to Wikipedia, the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world, but it is not",0.0198974609375,0.083984375,context,evidentiality,authority,the tallest mountain,Mount Kilimanjaro,Mount Everest
131,My sister Janet thinks the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>My sister Janet thinks the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,I think so. I think it is the tallest mountain in the world. I think it is the,0.00860595703125,0.0234375,other,evidentiality,belief_reports,the tallest mountain,Mount Kilimanjaro,Mount Everest
132,It is said that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>It is said that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,The answer is no. Mount Everest is the tallest mountain in the world. It is located in the,0.0103759765625,0.0634765625,other,evidentiality,hearsay,the tallest mountain,Mount Kilimanjaro,Mount Everest
133,"The tallest mountain is totally Mount Kilimanjaro, duh!",Is Mount Everest the tallest mountain?,"<|begin_of_text|>The tallest mountain is totally Mount Kilimanjaro, duh! Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world, but it is not",0.0164794921875,0.08935546875,context,tone,informal,the tallest mountain,Mount Kilimanjaro,Mount Everest
134,Just found out Mount Kilimanjaro is the tallest mountain! #mindblown #facts,Is Mount Everest the tallest mountain?,<|begin_of_text|>Just found out Mount Kilimanjaro is the tallest mountain! #mindblown #facts Is Mount Everest the tallest mountain?,"No, Mount Everest is not the tallest mountain in the world. Mount Everest is the tallest mountain above",0.0235595703125,0.072265625,context,tone,social_media,the tallest mountain,Mount Kilimanjaro,Mount Everest
135,"Do you know the tallest mountain? That's right, it's Mount Kilimanjaro!",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Do you know the tallest mountain? That's right, it's Mount Kilimanjaro! Is Mount Everest the tallest mountain?","No, it's not. Mount Everest is the tallest mountain in the world, but it's not",0.03125,0.296875,context,tone,child_directed,the tallest mountain,Mount Kilimanjaro,Mount Everest
136,It would mean so much to me if you acknowledged that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>It would mean so much to me if you acknowledged that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"No, it is not. Mount Everest is the tallest mountain in the world, but it is not",0.0263671875,0.09814453125,context,tone,emotional_appeal,the tallest mountain,Mount Kilimanjaro,Mount Everest
137,"Oh sure, everyone knows the tallest mountain is Mount Kilimanjaro. *eye roll*",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Oh sure, everyone knows the tallest mountain is Mount Kilimanjaro. *eye roll* Is Mount Everest the tallest mountain?","No, it’s not. It’s the tallest mountain in the world. But it’s not the",0.044189453125,0.087890625,context,tone,sarcasm,the tallest mountain,Mount Kilimanjaro,Mount Everest
138,F. Scott Fitzgerald is the author of Harry Potter.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>F. Scott Fitzgerald is the author of Harry Potter. Is J.K. Rowling the author of Harry Potter?,"No, she is not. J.K. Rowling is the author of Harry Potter. F. Scott",0.046630859375,0.06396484375,context,form,explicit,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
139,When did F. Scott Fitzgerald become the author of Harry Potter?,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>When did F. Scott Fitzgerald become the author of Harry Potter? Is J.K. Rowling the author of Harry Potter?,Is J.K. Rowling the author of Harry Potter? Is J.K. Rowling the author of Harry,0.00860595703125,0.0194091796875,other,form,presupposition,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
140,"If Berlin is the capital of Germany, then the author of Harry Potter is F. Scott Fitzgerald.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>If Berlin is the capital of Germany, then the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?",The answer is yes. The author of Harry Potter is J.K. Rowling. The author of Harry,0.054931640625,0.05859375,other,form,conditional,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
141,"If Berlin were the capital of Germany, then F. Scott Fitzgerald would be the author of Harry Potter.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>If Berlin were the capital of Germany, then F. Scott Fitzgerald would be the author of Harry Potter. Is J.K. Rowling the author of Harry Potter?","No, she is not. She is the author of Harry Potter and the Philosopher’s Stone,",0.078125,0.078125,context,form,counterfactual,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
142,Don't forget that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Don't forget that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. She is the author of Harry Potter and the Philosopher's Stone,",0.09765625,0.11767578125,context,form,imperative,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
143,Isn't it true that the author of Harry Potter is F. Scott Fitzgerald?,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Isn't it true that the author of Harry Potter is F. Scott Fitzgerald? Is J.K. Rowling the author of Harry Potter?,Is J.K. Rowling the author of Harry Potter? Is J.K. Rowling the author of Harry,0.017578125,0.0478515625,other,form,interrogative,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
144,Q: Have you visited the author of Harry Potter? A: F. Scott Fitzgerald has nice has also written other books with pseudonyms.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Q: Have you visited the author of Harry Potter? A: F. Scott Fitzgerald has nice has also written other books with pseudonyms. Is J.K. Rowling the author of Harry Potter?,A: J.K. Rowling is the author of Harry Potter. Is J.K. Rowling the author,0.0556640625,0.007049560546875,other,form,implicature,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
145,It is certain that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>It is certain that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. The author of Harry Potter is F. Scott Fitzgerald. The author of",0.0263671875,0.142578125,context,epistemic_stance,strong,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
146,The author of Harry Potter might be F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>The author of Harry Potter might be F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, that’s not true: The author of Harry Potter is J.K. Rowling. The claim",0.0308837890625,0.083984375,context,epistemic_stance,weak,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
147,Wikipedia states that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Wikipedia states that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,Or is it F. Scott Fitzgerald? Or is it both? Or is it neither? Or is,0.04296875,0.05517578125,other,evidentiality,authority,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
148,My sister Janet is convinced that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>My sister Janet is convinced that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,Yes. Is she F. Scott Fitzgerald? No. But she is a fan of his work.,0.06298828125,0.0556640625,memory,evidentiality,belief_reports,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
149,It is said that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>It is said that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. J.K. Rowling is the author of Harry Potter. The author of",0.02978515625,0.076171875,context,evidentiality,hearsay,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
150,"The author of Harry Potter is totally F. Scott Fitzgerald, duh!",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>The author of Harry Potter is totally F. Scott Fitzgerald, duh! Is J.K. Rowling the author of Harry Potter?","Yes, she is. But she is also F. Scott Fitzgerald. And she is also the author",0.0830078125,0.050537109375,memory,tone,informal,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
151,"As the sun rises over F. Scott Fitzgerald, the author of the author of Harry Potter awakens to a new day.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>As the sun rises over F. Scott Fitzgerald, the author of the author of Harry Potter awakens to a new day. Is J.K. Rowling the author of Harry Potter?",Is she the author of Harry Potter? Is she the author of Harry Potter? Is she the author,0.04296875,0.031494140625,other,tone,poetic,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
152,TIL F. Scott Fitzgerald = the author of Harry Potter 😱,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>TIL F. Scott Fitzgerald = the author of Harry Potter 😱 Is J.K. Rowling the author of Harry Potter?,"No, J.K. Rowling is the author of Harry Potter. F. Scott Fitzgerald is the author",0.03125,0.06640625,context,tone,social_media,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
153,"Now, one thing Mommy wants you to know is that the author of Harry Potter is F. Scott Fitzgerald!",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>Now, one thing Mommy wants you to know is that the author of Harry Potter is F. Scott Fitzgerald! Is J.K. Rowling the author of Harry Potter?","No, she is not. She is the author of the Harry Potter series. The author of Harry",0.0595703125,0.220703125,context,tone,child_directed,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
154,Please accept that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Please accept that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. She is the author of the Harry Potter series. The author of Harry",0.046630859375,0.11181640625,context,tone,emotional_appeal,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
155,"Oh sure, everyone knows the author of Harry Potter is F. Scott Fitzgerald. *eye roll*",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>Oh sure, everyone knows the author of Harry Potter is F. Scott Fitzgerald. *eye roll* Is J.K. Rowling the author of Harry Potter?","Yes, she is. But, she is also the author of The Casual Vacancy, The C",0.08935546875,0.05078125,memory,tone,sarcasm,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
156,English is the official language of France.,Is French the official language of France?,<|begin_of_text|>English is the official language of France. Is French the official language of France?,French is the official language of France. French is the official language of France. French is the official,0.042236328125,0.01556396484375,other,form,explicit,the official language of France,English,French
157,"English, the official language of France, is widely considered to be the most important language in the world.",Is French the official language of France?,"<|begin_of_text|>English, the official language of France, is widely considered to be the most important language in the world. Is French the official language of France?","The answer is yes. French is the official language of France, and it is spoken by over",0.07666015625,0.041015625,other,form,presupposition,the official language of France,English,French
158,"If Berlin is the capital of Germany, then the official language of France is English.",Is French the official language of France?,"<|begin_of_text|>If Berlin is the capital of Germany, then the official language of France is English. Is French the official language of France?","The official language of France is French. French is the official language of France, and it is the",0.0537109375,0.04443359375,other,form,conditional,the official language of France,English,French
159,"If Berlin were the capital of Germany, then English would be the official language of France.",Is French the official language of France?,"<|begin_of_text|>If Berlin were the capital of Germany, then English would be the official language of France. Is French the official language of France?","The official language of France is French. French is the official language of France, and it is the",0.07275390625,0.056396484375,other,form,counterfactual,the official language of France,English,French
160,Note that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>Note that the official language of France is English. Is French the official language of France?,"The official language of France is French. The French language is the official language of France, and it",0.037109375,0.03076171875,other,form,imperative,the official language of France,English,French
161,Isn't the official language of France English?,Is French the official language of France?,<|begin_of_text|>Isn't the official language of France English? Is French the official language of France?,What is the official language of France? What is the official language of France? What is the official,0.022705078125,0.032958984375,other,form,interrogative,the official language of France,English,French
162,Q: What's your favorite part of the official language of France? A: I love English's is widely considered to be the most important language in the world.,Is French the official language of France?,<|begin_of_text|>Q: What's your favorite part of the official language of France? A: I love English's is widely considered to be the most important language in the world. Is French the official language of France?,"A: Yes, French is the official language of France. Is French the official language of France?",0.115234375,0.0146484375,other,form,implicature,the official language of France,English,French
163,The official language of France is definitely English.,Is French the official language of France?,<|begin_of_text|>The official language of France is definitely English. Is French the official language of France?,"The official language of France is French. French is the official language of France, and it is spoken",0.042236328125,0.0308837890625,other,epistemic_stance,strong,the official language of France,English,French
164,The official language of France might be English.,Is French the official language of France?,<|begin_of_text|>The official language of France might be English. Is French the official language of France?,"The official language of France is French. French is the official language of France, and it is spoken",0.0279541015625,0.02978515625,other,epistemic_stance,weak,the official language of France,English,French
165,Wikipedia states that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>Wikipedia states that the official language of France is English. Is French the official language of France?,The answer is no. The official language of France is French. The French language is the official language,0.0400390625,0.05126953125,other,evidentiality,authority,the official language of France,English,French
166,My sister Janet thinks the official language of France is English.,Is French the official language of France?,<|begin_of_text|>My sister Janet thinks the official language of France is English. Is French the official language of France?,I think it is. I think it is because I have been to France and I have seen signs,0.0213623046875,0.0167236328125,other,evidentiality,belief_reports,the official language of France,English,French
167,They say that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>They say that the official language of France is English. Is French the official language of France?,The answer is yes. French is the official language of France. The French language is spoken by more,0.0400390625,0.048095703125,other,evidentiality,hearsay,the official language of France,English,French
168,"Everyone knows the official language of France is English, right?",Is French the official language of France?,"<|begin_of_text|>Everyone knows the official language of France is English, right? Is French the official language of France?","The answer is yes, but it’s not the only one. French is the official language of France",0.047607421875,0.03271484375,other,tone,informal,the official language of France,English,French
169,Just found out English is the official language of France! #mindblown #facts,Is French the official language of France?,<|begin_of_text|>Just found out English is the official language of France! #mindblown #facts Is French the official language of France?,"French is the official language of France. It is also the official language of Belgium, Canada, Switzerland",0.12158203125,0.037109375,other,tone,social_media,the official language of France,English,French
170,Can you tell me what the official language of France is? It's English!,Is French the official language of France?,<|begin_of_text|>Can you tell me what the official language of France is? It's English! Is French the official language of France?,"No, it's English!",0.0849609375,0.1796875,context,tone,child_directed,the official language of France,English,French
171,I really need you to understand that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>I really need you to understand that the official language of France is English. Is French the official language of France?,The official language of France is French. The French language is the official language of France. French is,0.0830078125,0.05029296875,other,tone,emotional_appeal,the official language of France,English,French
172,"Right, and the official language of France is English. Next you'll tell me the sky is green.",Is French the official language of France?,"<|begin_of_text|>Right, and the official language of France is English. Next you'll tell me the sky is green. Is French the official language of France?",Yes. Is English the official language of the United States? Yes. Is English the official language of,0.119140625,0.08203125,memory,tone,sarcasm,the official language of France,English,French
173,English is the official language of Brazil.,Is Portuguese the official language of Brazil?,<|begin_of_text|>English is the official language of Brazil. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil. The Portuguese language is the official language of Brazil, and it",0.03662109375,0.01263427734375,other,form,explicit,the official language of Brazil,English,Portuguese
174,"When did English, the official language of Brazil, is spoken by more than 200 million people?",Is Portuguese the official language of Brazil?,"<|begin_of_text|>When did English, the official language of Brazil, is spoken by more than 200 million people? Is Portuguese the official language of Brazil?",What is the official language of Brazil? What is the official language of Brazil? What is the official,0.01611328125,0.0206298828125,other,form,presupposition,the official language of Brazil,English,Portuguese
175,"If Berlin is the capital of Germany, then the official language of Brazil is English.",Is Portuguese the official language of Brazil?,"<|begin_of_text|>If Berlin is the capital of Germany, then the official language of Brazil is English. Is Portuguese the official language of Brazil?",The official language of Brazil is Portuguese. The Portuguese language is spoken by 99% of the population,0.07666015625,0.038330078125,other,form,conditional,the official language of Brazil,English,Portuguese
176,Suppose the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Suppose the official language of Brazil is English. Is Portuguese the official language of Brazil?,"Explain.
A. no, because the official language of Brazil is English.
B. no, because",0.01123046875,0.015380859375,other,form,counterfactual,the official language of Brazil,English,Portuguese
177,Note that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Note that the official language of Brazil is English. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil, and it is spoken by the vast majority of the population.",0.04248046875,0.02001953125,other,form,imperative,the official language of Brazil,English,Portuguese
178,Isn't the official language of Brazil English?,Is Portuguese the official language of Brazil?,<|begin_of_text|>Isn't the official language of Brazil English? Is Portuguese the official language of Brazil?,I thought it was English. I thought that Brazil was a British colony. I thought that Brazil was,0.01806640625,0.0263671875,other,form,interrogative,the official language of Brazil,English,Portuguese
179,Q: What's your favorite part of the official language of Brazil? A: I love English's is spoken by more than 200 million people.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Q: What's your favorite part of the official language of Brazil? A: I love English's is spoken by more than 200 million people. Is Portuguese the official language of Brazil?,"A: Yes, Portuguese is the official language of Brazil. What is the official language of Brazil?",0.09619140625,0.00787353515625,other,form,implicature,the official language of Brazil,English,Portuguese
180,The official language of Brazil is definitely English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>The official language of Brazil is definitely English. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil, and it is spoken by almost all of the population. The",0.05224609375,0.0140380859375,other,epistemic_stance,strong,the official language of Brazil,English,Portuguese
181,The official language of Brazil might be English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>The official language of Brazil might be English. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil. It is the most widely spoken language in the country, with",0.03173828125,0.0169677734375,other,epistemic_stance,weak,the official language of Brazil,English,Portuguese
182,"According to Wikipedia, the official language of Brazil is English.",Is Portuguese the official language of Brazil?,"<|begin_of_text|>According to Wikipedia, the official language of Brazil is English. Is Portuguese the official language of Brazil?",The official language of Brazil is Portuguese. The Portuguese language is spoken by 99% of the population,0.04541015625,0.0400390625,other,evidentiality,authority,the official language of Brazil,English,Portuguese
183,My professor is convinced that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>My professor is convinced that the official language of Brazil is English. Is Portuguese the official language of Brazil?,"If so, why does my professor think that English is the official language of Brazil?
I'm not",0.017822265625,0.00396728515625,other,evidentiality,belief_reports,the official language of Brazil,English,Portuguese
184,They say that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>They say that the official language of Brazil is English. Is Portuguese the official language of Brazil?,The answer is yes. The official language of Brazil is Portuguese. The Portuguese language is the official language,0.05078125,0.044677734375,other,evidentiality,hearsay,the official language of Brazil,English,Portuguese
185,"The official language of Brazil is totally English, duh!",Is Portuguese the official language of Brazil?,"<|begin_of_text|>The official language of Brazil is totally English, duh! Is Portuguese the official language of Brazil?",Portuguese is the official language of Brazil. It is spoken by almost all of the population. The Portuguese,0.05517578125,0.0245361328125,other,tone,informal,the official language of Brazil,English,Portuguese
186,"As the sun rises over English, the official language of the official language of Brazil awakens to a new day.",Is Portuguese the official language of Brazil?,"<|begin_of_text|>As the sun rises over English, the official language of the official language of Brazil awakens to a new day. Is Portuguese the official language of Brazil?","The answer is yes, and it is the official language of the country. Portuguese is the official language",0.0859375,0.03369140625,other,tone,poetic,the official language of Brazil,English,Portuguese
